idx,y_true,y_struct,y_hat,abs_y_hat
4,-0.8127486705780029,-0.8439757823944092,-0.84863126,0.84863126
44,0.8887314200401306,0.8946884870529175,0.86271244,0.86271244
68,0.9762737154960632,0.9215843677520752,0.8689316,0.8689316
25,-0.8726340532302856,-0.892864465713501,-0.88361293,0.88361293
18,-0.8795977234840393,-0.9191752672195436,-0.90247774,0.90247774
37,-0.925317406654358,-0.9365366101264954,-0.9406111,0.9406111
9,1.1406115293502808,1.0353827476501465,0.9461774,0.9461774
42,-0.9315852522850036,-0.9297918677330016,-0.94686264,0.94686264
19,-0.9522053599357604,-0.9639005661010742,-0.96050483,0.96050483
48,-1.006511688232422,-1.0523085594177246,-1.0775928,1.0775928
64,1.0886272192001345,1.0434927940368652,1.0778227,1.0778227
94,1.1061605215072632,1.1459907293319702,1.1425583,1.1425583
75,1.4556010961532593,1.4103376865386963,1.3045669,1.3045669
32,-1.3411118984222412,-1.3275200128555298,-1.3415393,1.3415393
79,-1.3888856172561646,-1.4335882663726809,-1.423977,1.423977
